"id","english_name","french_name","critical","departments","groups"
235,"Shared Drive ()"," ()","TRUE","Citizenship and Immigration Canada (CIC)",
236,"Web Automated Letters and Forms ()"," ()","TRUE","Citizenship and Immigration Canada (CIC)",
237,"Wintel GCMS ()"," ()","TRUE","Citizenship and Immigration Canada (CIC)",
238,"Community Staff Safety Program - Real-Time Reporting (CSSP-RTR)"," ()","TRUE","Correctional Service Canada (CSC)",
239,"Corporate Enterprise Desktop (CED)"," ()","TRUE","Correctional Service Canada (CSC)",
240,"Email (Email)"," ()","TRUE","Correctional Service Canada (CSC)",
241,"Human Resources Management System (HRMS)"," ()","TRUE","Correctional Service Canada (CSC)",
242,"InfoPol (InfoPol)"," ()","TRUE","Correctional Service Canada (CSC)",
243,"Inmate Accounting System (IAS)"," ()","TRUE","Correctional Service Canada (CSC)",
244,"Integrated Financial Management System (IFMMS)"," ()","TRUE","Correctional Service Canada (CSC)",
245,"National IT Service Desk ()"," ()","TRUE","Correctional Service Canada (CSC)",
246,"Offender Management System (OMS)"," ()","TRUE","Correctional Service Canada (CSC)",
247,"Online Pay (Regional Pay Systems)()"," ()","TRUE","Correctional Service Canada (CSC)",
248,"Pardons Application Decision System - renewal (PADS-R)"," ()","TRUE","Correctional Service Canada (CSC)",
249,"Police Court Information Management Module (PCIMM)"," ()","TRUE","Correctional Service Canada (CSC)",
250,"Reports of Automated Data Applied to Reintegration (RADAR)"," ()","TRUE","Correctional Service Canada (CSC)",
251,"Scheduling and Deployment System (SDS)"," ()","TRUE","Correctional Service Canada (CSC)",
252,"TruePass for InfoPol ()"," ()","TRUE","Correctional Service Canada (CSC)",
253,"Haver Analytics (Haver)"," ()","TRUE","Department of Finance Canada (FIN)",
254,"Legislative Information Management System (LIMS)"," ()","TRUE","Department of Finance Canada (FIN)",
255,"PC Troll (Troll)"," ()","TRUE","Department of Finance Canada (FIN)",
256,"Stata (Stata)"," ()","TRUE","Department of Finance Canada (FIN)",
257,"Statistical Analysis Software (SAS)"," ()","TRUE","Department of Finance Canada (FIN)",
258,"Email ()"," ()","TRUE","Department of Justice (JUS)",
259,"Family Orders ()"," ()","TRUE","Department of Justice (JUS)",
260,"ICase ()"," ()","TRUE","Department of Justice (JUS)",
261,"Ringtail ()"," ()","TRUE","Department of Justice (JUS)",
262,"SharePoint ()"," ()","TRUE","Department of Justice (JUS)",
263,"Appliview (AV)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
264,"Appli-Web ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
265,"Automated Claims Processing (ACP)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
266,"Benefit Payment System (BENPAY)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
267,"BlackBerry (BB)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
268,"Canada Pension Plan (CPP)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
269,"Canada Student Loans System (CSLS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
270,"Canada.GC Site ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
271,"Cheque Redemption Control (OPT1)(CRCD-OPT1)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
272,"Citizen Access Work Station (CAWS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
273,"Common Reference Tool (CRT)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
274,"Common System for Grants and Contributions (CSGC)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
275,"Completing your EI Reports Online (IRS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
276,"Corporate Management System (CMS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
277,"Departmental Accounts Receivable System (DARS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
278,"Email (Email)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
279,"Employment Insurance Benefits Info System (EIBIS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
280,"Full Text Screens (FTS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
281,"Infrastructure Secure Channel Implementation (ISCI)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
282,"Innovative Multiplatform Connectivity Component Environment (Server)(IMCCE Server)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
283,"In-Person Client Management Tecking & Reporting System (ICMTR)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
284,"Interactive Fact Finding System (IFFS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
285,"Internet Access ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
286,"ITR Delivery System (ITRDS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
287,"Job Bank for Employers (JBFE)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
288,"Job Bank for Seekers ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
289,"Labour Application 2000 (LA 2000)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
290,"My Employment Insurance Info Online (MEIIO)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
291,"My Service Canada Account (MSCA)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
292,"National Workload System (NWS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
293,"NationalHRDC Job Bank Environment (JOB BANK)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
294,"Newsroom ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
295,"Old Age Security (OAS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
296,"Old Age Security / INTL Agreements (OAS/IA)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
297,"Online Insurance System (OLIS)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
298,"Personal Access Code Request (PACR)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
299,"Quebec Parental Benefit Exchange (QPBE)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
300,"Record of Employment (ROEWEB)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
301,"Registration & Authentication Web (R & A Web)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
302,"ROE Data Interface (ROE DI)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
303,"Secure Remote Access (SRA)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
304,"Shared Drive ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
305,"Social Insurance Register (SIR)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
306,"Statement of Contributions View (SOCV)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
307,"Support System Agents (SSA)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
308,"Tax Information Slips Online (TISO)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
309,"Telephony Support (IVR)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
310,"View and Update Personal Information (VUPI)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
311,"Vital Events Linkages (VEL)"," ()","TRUE","Employment and Social Development Canada (ESDC)",
312,"Webmail ()"," ()","TRUE","Employment and Social Development Canada (ESDC)",
313,"System (MRPS)"," ()","TRUE","Financial Transactions and Reports Analysis Centre of Canada (FINTRAC)",
314,"Compliance, Records, Doccuments and Information ()"," ()","TRUE","Financial Transactions and Reports Analysis Centre of Canada (FINTRAC)",
315,"Searching and Terrorist Financing (AIS & TF)"," ()","TRUE","Financial Transactions and Reports Analysis Centre of Canada (FINTRAC)",
316,"ABACUS (ABACUS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
317,"Aboriginal Programs and Gov Info Sys ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
318,"Aids Information Program Sys (AIPS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
319,"Asset Management System (AMS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
320,"ATIP Image (ATIPI)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
321,"Available Water Depth Forcasting (AVADEPTH)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
322,"Bathy-DB ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
323,"BlackBerry (BB)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
324,"Caris Hydrographic Production Database (CHPD)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
325,"Coast Guard Aids Info Programs Sys (CCG-AIPS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
326,"Coast Guard Search and Rescue (CANSARP)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
327,"Common Ops Pictures and Iris (COP & IRIS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
328,"Dept Violation Sys (DVS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
329,"Email (Email)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
330,"Fisheries Cert Sys (FCS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
331,"Fisheries Enfor Activity Tracking Sys (FEATS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
332,"Fisheries Management Harvest Information System (FMHIS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
333,"Fisheries Notification System (FNS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
334,"Gestion des Activities de peche (GAP)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
335,"Gulf Fisheries Information System (GFIS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
336,"ICE-VU-ICEGGS-integrated ICE System ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
337,"Intelligence II (I2)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
338,"Labware Info Management Sys (LIMS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
339,"Mainintelligence ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
340,"Mapinfo ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
341,"Marinfo ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
342,"Maritime ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
343,"Maritime Fisheries Information System (MARFIS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
344,"MAXIMO ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
345,"Metadata Archive ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
346,"Multi-YR Financial Planning System (MYFPS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
347,"NL Conservation & Protect Variation Orders (NL-CPVO)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
348,"NL Fisheries Information Network (NLFIN)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
349,"OHEB Spatial Info Infr (OHEB SII)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
350,"Pacific Licensinf Sys ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
351,"Products Database (PDB)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
352,"Public Key Infrastructure (PKI)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
353,"QPULSE ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
354,"Real Time Water Levels ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
355,"Salaray Management Info Sys (SMIS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
356,"Sealift Database (SEALIFT DATAB)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
357,"Search and Rescus Info Management Sys (SISAR)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
358,"Shellfish Health Sys DB (SHSD)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
359,"Shellfish Mapping Sys (SHELLFISHMS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
360,"SINECO ODIN ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
361,"SPECTS ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
362,"Vessel Monitoring Sys (VMS)"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
363,"Xconnect ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
364,"XFIRE ()"," ()","TRUE","Fisheries and Oceans Canada (DOF)",
365,"Access to CEPR-EOC Emergency Contacts Database ()"," ()","TRUE","Health Canada (HC)",
366,"Access to Vocera ()"," ()","TRUE","Health Canada (HC)",
367,"Amega Monitoring System ()"," ()","TRUE","Health Canada (HC)",
368,"BlackBerry (BB)"," ()","TRUE","Health Canada (HC)",
369,"BlackBerry (includes device management)(BB)"," ()","TRUE","Health Canada (HC)",
370,"Canada Vigilance Program (CVP Validation is not Critical)(CVP)"," ()","TRUE","Health Canada (HC)",
371,"Canadian Network for Public Health Intelligence ()"," ()","TRUE","Health Canada (HC)",
372,"Centre & Systems in Support of the Federal Nuclear Emergency Plan (FNEP)"," ()","TRUE","Health Canada (HC)",
373,"CEPR Drug Rotation Database ()"," ()","TRUE","Health Canada (HC)",
374,"CEPR-EOC Emergency Contacts Database ()"," ()","TRUE","Health Canada (HC)",
375,"Controlled Drugs and Substances Database (CDSD)"," ()","TRUE","Health Canada (HC)",
376,"Departmental Integrated CCTV System (Winnipeg Labs)()"," ()","TRUE","Health Canada (HC)",
377,"Directory Services ()"," ()","TRUE","Health Canada (HC)",
378,"Drug Products Database and DPD Online Query (DPD)"," ()","TRUE","Health Canada (HC)",
379,"Email (Email)"," ()","TRUE","Health Canada (HC)",
380,"Emergency Veterinary Drug Release ()"," ()","TRUE","Health Canada (HC)",
381,"Employee Assistance Program Services ()"," ()","TRUE","Health Canada (HC)",
382,"ES Medical Indent Register ()"," ()","TRUE","Health Canada (HC)",
383,"Financial Systems ()"," ()","TRUE","Health Canada (HC)",
384,"FNIHB - Kroll RX ()"," ()","TRUE","Health Canada (HC)",
385,"FNIHB Drug Exemption Centre System ()"," ()","TRUE","Health Canada (HC)",
386,"Global Public Health Intelligence Network (GPHIN)"," ()","TRUE","Health Canada (HC)",
387,"Grants and Contributions System (MCCS)"," ()","TRUE","Health Canada (HC)",
388,"HC Internet Websites ()"," ()","TRUE","Health Canada (HC)",
389,"HC Network (Directory and File and Print Services, Corporate e-mail, Internet and Intranet Access)()"," ()","TRUE","Health Canada (HC)",
390,"Health Information Claims Processing System - Hosted Externally (HICCUPS)"," ()","TRUE","Health Canada (HC)",
391,"Healthy Canadians Site ()"," ()","TRUE","Health Canada (HC)",
392,"Immunization Records System ()"," ()","TRUE","Health Canada (HC)",
393,"Inspection Reporting Services (IRS)"," ()","TRUE","Health Canada (HC)",
394,"Integrated Suite of Tools for Operational Processes (iSTOP)"," ()","TRUE","Health Canada (HC)",
395,"Joint Emergency Preparedness Committee; CEPRU Inventory; CEPRU Incident Report log (CERU)()"," ()","TRUE","Health Canada (HC)",
396,"Laboratory information Management System (LIMS)"," ()","TRUE","Health Canada (HC)",
397,"Labview HCIL/MITES ()"," ()","TRUE","Health Canada (HC)",
398,"Medical Device Systems ()"," ()","TRUE","Health Canada (HC)",
399,"Medical Records Chart Index ()"," ()","TRUE","Health Canada (HC)",
400,"Medical Transportation Data Store ()"," ()","TRUE","Health Canada (HC)",
401,"Medical Transportation Records System (MTRS)"," ()","TRUE","Health Canada (HC)",
402,"Methadone Exemptions ()"," ()","TRUE","Health Canada (HC)",
403,"National Enteric Surveillance Program ()"," ()","TRUE","Health Canada (HC)",
404,"Network infrastructure for Video Conferencing and Teleconferencing systems at 100 Colonnade Rd, 130 Colonnade Rd, and Michael St (HPOC backup site)
Telecommunication ()"," ()","TRUE","Health Canada (HC)",
405,"PACCB - Communications Support Systems ()"," ()","TRUE","Health Canada (HC)",
406,"Physical Emergency Preparedness and Response ()"," ()","TRUE","Health Canada (HC)",
407,"PulseNet Canada ()"," ()","TRUE","Health Canada (HC)",
408,"Recalls & Safety Alerts Content Management System (RSAMS/CMS)"," ()","TRUE","Health Canada (HC)",
409,"REES Monitoring System ()"," ()","TRUE","Health Canada (HC)",
410,"Remote Access (Web-Office)()"," ()","TRUE","Health Canada (HC)",
411,"Scientific Exemptions for Import and Export ()"," ()","TRUE","Health Canada (HC)",
412,"Secure Access to Medical Marijuana (SAMM II)"," ()","TRUE","Health Canada (HC)",
413,"Sexually Transmitted Infections Database ()"," ()","TRUE","Health Canada (HC)",
414,"Special Access Programme (eSAP)"," ()","TRUE","Health Canada (HC)",
415,"Status Verification System (SVS)"," ()","TRUE","Health Canada (HC)",
416,"Telephony systems (secure phone and secure fax)()"," ()","TRUE","Health Canada (HC)",
417,"Various Access Control Systems for HC Facilities ()"," ()","TRUE","Health Canada (HC)",
418,"Various Branch QP Notes System ()"," ()","TRUE","Health Canada (HC)",
419,"WAN ()"," ()","TRUE","Health Canada (HC)",
420,"WiFi Network ()"," ()","TRUE","Health Canada (HC)",
421,"FalconView ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
422,"FalconView - DSB-C2IS ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
423,"Joint Mission Planning System (JMPS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
424,"Theatre Battle Management Core System - DSB-C2IS (TBMCS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
425,"Maritime Command Operational Information Network (MCOIN)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
426,"Command View (CV)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
427,"Annual Reference Level Update (ARLU)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
428,"Automated Cashier System (ACS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
429,"DB Notional Database ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
430,"Defence Resource Management Information System - DSB (DRMIS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
431,"GC Human Resources Management System - DSB (GC HRMS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
432,"Canadian Forces Engineering Management System - DSB (CFEMS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
433,"EcoNet ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
434,"Realty Asset Information System - DSB (RAIS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
435,"PlannExpert - DSB ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
436,"Automated Data for Aerospace Maintenance - DSB (ADAM)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
437,"Canadian Forces Supply System - DSB (CFSS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
438,"Condition Based Maintenance Software System - DSB (CBMSS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
439,"Data Management System/Maintenance Record Set - DSB (DMS/MRS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
440,"National Movement & Distribution System - DSB (NMDS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
441,"Canadian ATO ACO XML interpreter (CAAR-Xi)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
442,"FalconView ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
443,"Flight Safety Occurrence Management System - DSB (FSOMS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
444,"Frequentis ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
445,"Portable Flight Planning Software (PFPS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
446,"Search and Rescue Mission Management System (SAR MMS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
447,"Canadian Forces Task Planning and Operation - DSB (CFTPO)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
448,"Land Command Support System - DSB (LCSS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
449,"Canadian Forces Health Information System - DSB (CFHIS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
450,"Central Computation Pay System (CCPS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
451,"Human Resources Management System 7.5 - DSB (HRMS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
452,"Revised Pay System for the Reserves - DSB (RPSR)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
453,"Global Command and Control System Maritime (GCCS-M)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
454,"Capability Investment Database (CID)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
455,"Land Command Support System - DSB-C2IS (LCSS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
456,"MACS/MARCOM AGA OPS CONSOLE (MACS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
457,"The Term ()"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
458,"Weather Application (Wx App)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
459,"Frequentis Military Automated Air Traffic Control System (TMCS)"," ()","TRUE","National Defence and the Canadian Armed Forces (DND)",
460,"Back-end data required for National Time standard ()"," ()","TRUE","National Research Council Canada (NRC)",
461,"BlackBerry (BB)"," ()","TRUE","National Research Council Canada (NRC)",
462,"Business Management Client Relationshsip Management System ()"," ()","TRUE","National Research Council Canada (NRC)",
463,"Consolidated NRC Messaging Soc ()"," ()","TRUE","National Research Council Canada (NRC)",
464,"Consolidated Soc for all ITSS CST Service Offerings (Servers, SAN)()"," ()","TRUE","National Research Council Canada (NRC)",
465,"Corporate Storage ()"," ()","TRUE","National Research Council Canada (NRC)",
466,"Electronic Communucations with Bank of Canada ()"," ()","TRUE","National Research Council Canada (NRC)",
467,"Email (Email)"," ()","TRUE","National Research Council Canada (NRC)",
468,"GPS data service server for UTC timevia web service ()"," ()","TRUE","National Research Council Canada (NRC)",
469,"GridCA ()"," ()","TRUE","National Research Council Canada (NRC)",
470,"Intellectual Property Database and Nucleus ()"," ()","TRUE","National Research Council Canada (NRC)",
471,"Internal, External and BRI workflow Sharepoint servers ()"," ()","TRUE","National Research Council Canada (NRC)",
472,"ITSS M-60 Datacentre Infrastructure ()"," ()","TRUE","National Research Council Canada (NRC)",
473,"ITSS Oracle Application Environment ()"," ()","TRUE","National Research Council Canada (NRC)",
474,"ITSS Service Management system ()"," ()","TRUE","National Research Council Canada (NRC)",
475,"ITSS Web Office systems ()"," ()","TRUE","National Research Council Canada (NRC)",
476,"National Time via NTP Protocol/Web/Dial-in ()"," ()","TRUE","National Research Council Canada (NRC)",
477,"NRC Canadian Astronomy Data Center ()"," ()","TRUE","National Research Council Canada (NRC)",
478,"NRC Messaging Service ()"," ()","TRUE","National Research Council Canada (NRC)",
479,"NRC Network support card access/Security cameras ()"," ()","TRUE","National Research Council Canada (NRC)",
480,"NRC Provision of x509 Certificates to Cdn Researchers ()"," ()","TRUE","National Research Council Canada (NRC)",
481,"NRC Public Inquiry Telephone lines ()"," ()","TRUE","National Research Council Canada (NRC)",
482,"NRCnet, AD, Security, DNS ()"," ()","TRUE","National Research Council Canada (NRC)",
483,"Oracle based application support by ITSS BADG group ()"," ()","TRUE","National Research Council Canada (NRC)",
484,"OSH Chemical Inventory System ()"," ()","TRUE","National Research Council Canada (NRC)",
485,"Records Management Information Management System (RDIMS)"," ()","TRUE","National Research Council Canada (NRC)",
486,"Sigma Production Environment ()"," ()","TRUE","National Research Council Canada (NRC)",
487,"BlackBerry (BB)"," ()","TRUE","Natural Resources Canada (NRCan)",
488,"Common Office Recovery Solution ()"," ()","TRUE","Natural Resources Canada (NRCan)",
489,"Earthquake Monitoring ()"," ()","TRUE","Natural Resources Canada (NRCan)",
490,"Email (Email)"," ()","TRUE","Natural Resources Canada (NRCan)",
491,"Emergency Geomatics Service (EGS)"," ()","TRUE","Natural Resources Canada (NRCan)",
492,"Emergency Mapping ()"," ()","TRUE","Natural Resources Canada (NRCan)",
493,"Emergency National Seismic Network (NSNI)"," ()","TRUE","Natural Resources Canada (NRCan)",
494,"Geomagnetic Monitoring ()"," ()","TRUE","Natural Resources Canada (NRCan)",
495,"SCNet/Internet ()"," ()","TRUE","Natural Resources Canada (NRCan)",
496,"Security - Perimeter ()"," ()","TRUE","Natural Resources Canada (NRCan)",
497,"Avalanche Bulletin System ()"," ()","TRUE","Parks Canada (PC)",
498,"BlackBerry (BB)"," ()","TRUE","Parks Canada (PC)",
499,"Computer Assisted Dispatch System (CADS)"," ()","TRUE","Parks Canada (PC)",
500,"Email (Email)"," ()","TRUE","Parks Canada (PC)",
501,"Incident and Event Management Systems (IEMS)"," ()","TRUE","Parks Canada (PC)",
502,"Internet Access ()"," ()","TRUE","Parks Canada (PC)",
503,"Lotus Notes ()"," ()","TRUE","Parks Canada (PC)",
504,"National Parks Fire Report ()"," ()","TRUE","Parks Canada (PC)",
505,"PC Web Site (www.pc.gc.ca)()"," ()","TRUE","Parks Canada (PC)",
506,"Point of Sale ()"," ()","TRUE","Parks Canada (PC)",
507,"Safety Report System ()"," ()","TRUE","Parks Canada (PC)",
508,"Secure Remote Access (SRA)"," ()","TRUE","Parks Canada (PC)",
509,"Shared Drive ()"," ()","TRUE","Parks Canada (PC)",
510,"Trail Condition ()"," ()","TRUE","Parks Canada (PC)",
511,"BlackBerry (BB)"," ()","TRUE","Passport Canada (PPTC)",
512,"Email (Email)"," ()","TRUE","Passport Canada (PPTC)",
513,"Internet Access ()"," ()","TRUE","Passport Canada (PPTC)",
514,"Secure Remote Access (SRA)"," ()","TRUE","Passport Canada (PPTC)",
515,"Shared Drive ()"," ()","TRUE","Passport Canada (PPTC)",
516,"Axigen ()"," ()","TRUE","Privy Council Office (PCO)",
517,"Email (Email)"," ()","TRUE","Privy Council Office (PCO)",
518,"PBX on CABNET ()"," ()","TRUE","Privy Council Office (PCO)",
519,"PMO Switchboard ()"," ()","TRUE","Privy Council Office (PCO)",
520,"Prime Ministers Website (www.pm.gc.ca)()"," ()","TRUE","Privy Council Office (PCO)",
521,"Records, Documents and Information Management Systems (RDIMS)"," ()","TRUE","Privy Council Office (PCO)",
522,"Access to CEPR-EOC Emergency Contacts Database ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
523,"Access to Vocera ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
524,"Amega Monitoring System ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
525,"BlackBerry (BB)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
526,"BlackBerry service including device management ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
527,"Canada Vigilance Program (CVP Validation is not Critical)(CVP)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
528,"Canadian Network for Public Health Intelligence ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
529,"Centre & Systems in Support of the Federal Nuclear Emergency Plan (FNEP)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
530,"CEPR Drug Rotation Database ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
531,"CEPR-EOC Emergency Contacts Database ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
532,"Controlled Drugs and Substances Database (CDSD)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
533,"Departmental Integrated CCTV System (Winnipeg Labs)()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
534,"Directory Services ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
535,"Drug Products Database and DPD Online Query (DPD)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
536,"Email (Email)"," ()","TRUE","Public Health Agency of Canada (PHAC)",
537,"Emergency Veterinary Drug Release ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
538,"Employee Assistance Program Services ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
539,"ES Medical Indent Register ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
540,"Financial Systems ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
541,"FNIHB - Kroll RX ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
542,"FNIHB Drug Exemption Centre System ()"," ()","TRUE","Public Health Agency of Canada (PHAC)",
